Neighborhood,Latitude,Longitude,Venue,Venue Category
Port Ivory,40.63968297845542,-74.17464532993542,Sonic Drive-In,Fast Food Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,le roi,Hookah Bar
Port Ivory,40.63968297845542,-74.17464532993542,Valenca Restaurant,Portuguese Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Portugal Express Bar & Restaurant,Paella Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Perk Up Cafe!,Café
Port Ivory,40.63968297845542,-74.17464532993542,Wawa,Convenience Store
Port Ivory,40.63968297845542,-74.17464532993542,The Cake Chef,Bakery
Port Ivory,40.63968297845542,-74.17464532993542,Alfonso's Pastry Shoppe,Dessert Shop
Port Ivory,40.63968297845542,-74.17464532993542,Michelino's Pizzeria & Restaurant,Pizza Place
Port Ivory,40.63968297845542,-74.17464532993542,Belfiore Meats & Catering,Italian Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,IKEA,Furniture / Home Store
Port Ivory,40.63968297845542,-74.17464532993542,Häggen-Dazs,Ice Cream Shop
Port Ivory,40.63968297845542,-74.17464532993542,Willowbrook Park,Baseball Field
Port Ivory,40.63968297845542,-74.17464532993542,The Lobby,Lounge
Port Ivory,40.63968297845542,-74.17464532993542,Bagel N' Buns,Bagel Shop
Port Ivory,40.63968297845542,-74.17464532993542,Tumi Peruvian Restaurant,Peruvian Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Island Cafe,Diner
Port Ivory,40.63968297845542,-74.17464532993542,Stop & Shop,Supermarket
Port Ivory,40.63968297845542,-74.17464532993542,Bar Code,Nightclub
Port Ivory,40.63968297845542,-74.17464532993542,Target,Big Box Store
Port Ivory,40.63968297845542,-74.17464532993542,North Ave Bakery,Bakery
Port Ivory,40.63968297845542,-74.17464532993542,Wendy’s,Fast Food Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Starbucks,Coffee Shop
Port Ivory,40.63968297845542,-74.17464532993542,The Coffee Shop,Café
Port Ivory,40.63968297845542,-74.17464532993542,Jersey Lanes,Bowling Alley
Port Ivory,40.63968297845542,-74.17464532993542,DSPTCH,Luggage Store
Port Ivory,40.63968297845542,-74.17464532993542,Tequila's Grill,Mexican Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,CVS pharmacy,Pharmacy
Port Ivory,40.63968297845542,-74.17464532993542,Taqueria Los Gueros,Mexican Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Kohl's,Department Store
Port Ivory,40.63968297845542,-74.17464532993542,ALGARVE restaurant and take out,American Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,KFC,Fried Chicken Joint
Port Ivory,40.63968297845542,-74.17464532993542,A & J Seabra's,Grocery Store
Port Ivory,40.63968297845542,-74.17464532993542,Terminal One Sports Bar,Bar
Port Ivory,40.63968297845542,-74.17464532993542,7-Eleven,Grocery Store
Port Ivory,40.63968297845542,-74.17464532993542,Donatos Pizza,Pizza Place
Port Ivory,40.63968297845542,-74.17464532993542,SHO,Nightclub
Port Ivory,40.63968297845542,-74.17464532993542,Harry's Wine Cellar,Liquor Store
New Brighton,40.64061455913511,-74.08701650516625,Every Thing Goes Cafe and Bookstore,Café
New Brighton,40.64061455913511,-74.08701650516625,Beso,Tapas Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Pier 76 Italian Restaurant,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Snug Harbor Cultural Center & Botanical Garden,Cultural Center
New Brighton,40.64061455913511,-74.08701650516625,Kills Boro Brewing Co,Brewery
New Brighton,40.64061455913511,-74.08701650516625,Chinese Scholars' Garden,Garden
New Brighton,40.64061455913511,-74.08701650516625,Craft House,Gastropub
New Brighton,40.64061455913511,-74.08701650516625,Staten Island September 11 Memorial,Monument / Landmark
New Brighton,40.64061455913511,-74.08701650516625,Dosa Garden,Indian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Flagship Brewing Co.,Brewery
New Brighton,40.64061455913511,-74.08701650516625,Marie's 2,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Silver Lake Park,Park
New Brighton,40.64061455913511,-74.08701650516625,Lakruwana,Sri Lankan Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Dunkin',Donut Shop
New Brighton,40.64061455913511,-74.08701650516625,Blue,Mediterranean Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Shake Shack,Burger Joint
New Brighton,40.64061455913511,-74.08701650516625,The Gavel Grill,American Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Defonte's Sandwich Shop,Sandwich Place
New Brighton,40.64061455913511,-74.08701650516625,Jody's Club Forest,Bar
New Brighton,40.64061455913511,-74.08701650516625,Adobe Blues,Mexican Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Enoteca Maria,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Honor Wines,Wine Shop
New Brighton,40.64061455913511,-74.08701650516625,Beans & Leaves,Coffee Shop
New Brighton,40.64061455913511,-74.08701650516625,St. George Theatre,Theater
New Brighton,40.64061455913511,-74.08701650516625,Crunch Fitness,Gym / Fitness Center
New Brighton,40.64061455913511,-74.08701650516625,New Asha,Sri Lankan Restaurant
New Brighton,40.64061455913511,-74.08701650516625,The Kettle Black,Wings Joint
New Brighton,40.64061455913511,-74.08701650516625,A&S Pizzeria,Pizza Place
New Brighton,40.64061455913511,-74.08701650516625,Gerardi's Farmers Market & Nursery,Garden Center
New Brighton,40.64061455913511,-74.08701650516625,The Hop Shoppe,Beer Bar
New Brighton,40.64061455913511,-74.08701650516625,Staten Island Children's Museum,Museum
New Brighton,40.64061455913511,-74.08701650516625,Steiny's Pub,Bar
New Brighton,40.64061455913511,-74.08701650516625,Chuck's Pizzeria & Restaurant,Pizza Place
New Brighton,40.64061455913511,-74.08701650516625,Snug Harbor Herb Garden,Botanical Garden
New Brighton,40.64061455913511,-74.08701650516625,Panini Grill,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Hypno-Tronic Comics,Toy / Game Store
New Brighton,40.64061455913511,-74.08701650516625,Cafe Milano,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Nike,Sporting Goods Shop
New Brighton,40.64061455913511,-74.08701650516625,Campo Bello Restaurante,Spanish Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Snug Harbor Music Hall,Concert Hall
New Brighton,40.64061455913511,-74.08701650516625,Fab Cup,Coffee Shop
New Brighton,40.64061455913511,-74.08701650516625,Duffy's Tavern,Burger Joint
New Brighton,40.64061455913511,-74.08701650516625,Staten Island Urby,Residential Building (Apartment / Condo)
New Brighton,40.64061455913511,-74.08701650516625,Ho' Brah Taco Joint,Taco Place
New Brighton,40.64061455913511,-74.08701650516625,Crispy Pizza,Fast Food Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Bayonne Golf Club,Golf Course
New Brighton,40.64061455913511,-74.08701650516625,Clove Lakes Park,Park
New Brighton,40.64061455913511,-74.08701650516625,Liedy's Shore Inn,Bar
New Brighton,40.64061455913511,-74.08701650516625,Li Greci's Staaten,Event Space
New Brighton,40.64061455913511,-74.08701650516625,Better Gourmet Health Kitchen,Juice Bar
New Brighton,40.64061455913511,-74.08701650516625,St. George Greenmarket,Farmers Market
New Brighton,40.64061455913511,-74.08701650516625,Pastosa's,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Lanka Grocery,Grocery Store
New Brighton,40.64061455913511,-74.08701650516625,Staten Island Zoo,Zoo
New Brighton,40.64061455913511,-74.08701650516625,Bayou,Cajun / Creole Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Starbucks,Coffee Shop
New Brighton,40.64061455913511,-74.08701650516625,Dairy Queen,Ice Cream Shop
New Brighton,40.64061455913511,-74.08701650516625,Pizza Masters,Pizza Place
New Brighton,40.64061455913511,-74.08701650516625,Lot 13 Long Bar & Restaurant,Bar
New Brighton,40.64061455913511,-74.08701650516625,Columbia Factory Store,Clothing Store
New Brighton,40.64061455913511,-74.08701650516625,San Vito Ristorante & Pizzeria,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,National Lighthouse Museum,Museum
New Brighton,40.64061455913511,-74.08701650516625,Mandolin Brothers,Music Store
New Brighton,40.64061455913511,-74.08701650516625,European Wax Center,Health & Beauty Service
New Brighton,40.64061455913511,-74.08701650516625,Otaiko Hibachi & Sushi Lounge,Japanese Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Nürnberger Bierhaus,German Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Silver Lake Golf Course,Golf Course
New Brighton,40.64061455913511,-74.08701650516625,Perk Up Cafe!,Café
New Brighton,40.64061455913511,-74.08701650516625,CakeChef's Cookie Jar,Dessert Shop
New Brighton,40.64061455913511,-74.08701650516625,The Secret Garden Spa,Salon / Barbershop
New Brighton,40.64061455913511,-74.08701650516625,J's on the Bay,Breakfast Spot
New Brighton,40.64061455913511,-74.08701650516625,Marie's Gourmet,Burger Joint
New Brighton,40.64061455913511,-74.08701650516625,Blimpie,Sandwich Place
New Brighton,40.64061455913511,-74.08701650516625,Pompei Pizza,Pizza Place
New Brighton,40.64061455913511,-74.08701650516625,Shore Road Park,Park
New Brighton,40.64061455913511,-74.08701650516625,"Bagels, Bread & Butter",Bagel Shop
New Brighton,40.64061455913511,-74.08701650516625,Harbor View 9/11 Memorial Park,Park
New Brighton,40.64061455913511,-74.08701650516625,Pastosa Ravioli,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Burrito Bar,Mexican Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Little Food Cafe,American Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Judicke's Bakery,Bakery
New Brighton,40.64061455913511,-74.08701650516625,Michaels,Arts & Crafts Store
New Brighton,40.64061455913511,-74.08701650516625,Egger's Ice Cream Parlor,Ice Cream Shop
New Brighton,40.64061455913511,-74.08701650516625,El Pollo Restaurant,Spanish Restaurant
New Brighton,40.64061455913511,-74.08701650516625,El Aguila Dorada,Mexican Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Belt Parkway Promenade,Plaza
New Brighton,40.64061455913511,-74.08701650516625,Five Guys,Burger Joint
New Brighton,40.64061455913511,-74.08701650516625,Cibao Invita Restaurant,Spanish Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Pasticceria Bruno,Café
New Brighton,40.64061455913511,-74.08701650516625,Narrows Botanical Garden,Garden
New Brighton,40.64061455913511,-74.08701650516625,Denino's Pizzeria Tavern,Pizza Place
New Brighton,40.64061455913511,-74.08701650516625,Ralph's Italian Ices,Ice Cream Shop
New Brighton,40.64061455913511,-74.08701650516625,Owl's Head Park,Park
New Brighton,40.64061455913511,-74.08701650516625,Green Garden Chinese Restaurant,Chinese Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Broadway Hot Bagels,Bagel Shop
New Brighton,40.64061455913511,-74.08701650516625,Call It A Wrap,New American Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Bin 5,Italian Restaurant
New Brighton,40.64061455913511,-74.08701650516625,Sonic Drive-In,Fast Food Restaurant
New Brighton,40.64061455913511,-74.08701650516625,DSPTCH,Luggage Store
New Brighton,40.64061455913511,-74.08701650516625,Joe & Pat Pizzeria and Restaurant,Pizza Place
East Flatbush,40.64171776668961,-73.93610256185836,China Hao Restaurant,Chinese Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Exquisite Delight,Caribbean Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Kings Theatre,Theater
East Flatbush,40.64171776668961,-73.93610256185836,Crunch Flatbush,Gym / Fitness Center
East Flatbush,40.64171776668961,-73.93610256185836,The Rogers Garden,Cocktail Bar
East Flatbush,40.64171776668961,-73.93610256185836,Gandhi Fine Indian Cuisine,Indian Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,DaleView Biscuits & Beer,Café
East Flatbush,40.64171776668961,-73.93610256185836,Canarsie Plaza Liquor Warehouse,Liquor Store
East Flatbush,40.64171776668961,-73.93610256185836,PLG Coffee House and Tavern,Café
East Flatbush,40.64171776668961,-73.93610256185836,Peppa's Jerk Chicken,Caribbean Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Little Mo Wine & Spirits,Liquor Store
East Flatbush,40.64171776668961,-73.93610256185836,Hasenstüble,Beer Garden
East Flatbush,40.64171776668961,-73.93610256185836,Blink Fitness,Gym
East Flatbush,40.64171776668961,-73.93610256185836,Risbo,Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Lenny & John's Pizza,Pizza Place
East Flatbush,40.64171776668961,-73.93610256185836,Prospect Park Parkside Entrance,Park
East Flatbush,40.64171776668961,-73.93610256185836,The Castello Plan,Wine Bar
East Flatbush,40.64171776668961,-73.93610256185836,Glou,Tapas Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Hamlet Coffee Company,Coffee Shop
East Flatbush,40.64171776668961,-73.93610256185836,Sycamore Flower Shop + Bar,Bar
East Flatbush,40.64171776668961,-73.93610256185836,Cortelyou Greenmarket,Farmers Market
East Flatbush,40.64171776668961,-73.93610256185836,Zen Vegetarian House,Vegetarian / Vegan Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Greenlight Bookstore,Bookstore
East Flatbush,40.64171776668961,-73.93610256185836,Kings County Wines,Wine Shop
East Flatbush,40.64171776668961,-73.93610256185836,ZuriLee Pizza Bar,Pizza Place
East Flatbush,40.64171776668961,-73.93610256185836,The Farm on Adderley,New American Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Cafe Tibet,Tibetan Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Allan's Bakery,Bakery
East Flatbush,40.64171776668961,-73.93610256185836,Bonafini,Café
East Flatbush,40.64171776668961,-73.93610256185836,Amy Thai Bistro,Thai Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Element Beauty Lounge,Nail Salon
East Flatbush,40.64171776668961,-73.93610256185836,Werkstatt,Austrian Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Parkside,Cocktail Bar
East Flatbush,40.64171776668961,-73.93610256185836,Ali's Roti Shop,Caribbean Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,China New Star,Chinese Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Der Pioneer,Bakery
East Flatbush,40.64171776668961,-73.93610256185836,Ix,Café
East Flatbush,40.64171776668961,-73.93610256185836,LeFrak Center at Lakeside,Recreation Center
East Flatbush,40.64171776668961,-73.93610256185836,Lincoln Road Playground,Playground
East Flatbush,40.64171776668961,-73.93610256185836,Slow Loris,Korean Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,De Hot Pot Roti Shop,Caribbean Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Smorgasburg Prospect Park,Street Food Gathering
East Flatbush,40.64171776668961,-73.93610256185836,Wheated,Pizza Place
East Flatbush,40.64171776668961,-73.93610256185836,Prospect Park Parade Ground,Park
East Flatbush,40.64171776668961,-73.93610256185836,The Peninsula,Park
East Flatbush,40.64171776668961,-73.93610256185836,Original Pizza,Pizza Place
East Flatbush,40.64171776668961,-73.93610256185836,Prospect Park Tennis Center,Tennis Court
East Flatbush,40.64171776668961,-73.93610256185836,Drink,Wine Shop
East Flatbush,40.64171776668961,-73.93610256185836,Wellzen/Element Beauty Lounge,Nail Salon
East Flatbush,40.64171776668961,-73.93610256185836,Landi's Pork Store,Italian Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Nethermead,Field
East Flatbush,40.64171776668961,-73.93610256185836,Hinterlands Bar,Dive Bar
East Flatbush,40.64171776668961,-73.93610256185836,Lincoln Market,Grocery Store
East Flatbush,40.64171776668961,-73.93610256185836,Prospect Park,Park
East Flatbush,40.64171776668961,-73.93610256185836,Parade Café,Café
East Flatbush,40.64171776668961,-73.93610256185836,Thai Farm Kitchen,Thai Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,La Loba Cantina,Mexican Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Colina Cuervo,Café
East Flatbush,40.64171776668961,-73.93610256185836,Discovery Garden,Garden
East Flatbush,40.64171776668961,-73.93610256185836,Anyone Comics,Comic Shop
East Flatbush,40.64171776668961,-73.93610256185836,Bonsai Museum,Museum
East Flatbush,40.64171776668961,-73.93610256185836,La Villa Pizzeria,Pizza Place
East Flatbush,40.64171776668961,-73.93610256185836,Brancaccio's,Food & Drink Shop
East Flatbush,40.64171776668961,-73.93610256185836,Vanderbilt Playground,Playground
East Flatbush,40.64171776668961,-73.93610256185836,Brooklyn Botanic Garden,Botanical Garden
East Flatbush,40.64171776668961,-73.93610256185836,The Adirondack,Bar
East Flatbush,40.64171776668961,-73.93610256185836,Branch Ofc.,Cocktail Bar
East Flatbush,40.64171776668961,-73.93610256185836,Super Power,Tiki Bar
East Flatbush,40.64171776668961,-73.93610256185836,Trinidad Golden Palace Restaurant,Bakery
East Flatbush,40.64171776668961,-73.93610256185836,Le Paddock,French Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Barboncino,Pizza Place
East Flatbush,40.64171776668961,-73.93610256185836,Prospect Park Carousel,Theme Park Ride / Attraction
East Flatbush,40.64171776668961,-73.93610256185836,Cherry Esplanade,Garden
East Flatbush,40.64171776668961,-73.93610256185836,Simple Syrup,Wine Shop
East Flatbush,40.64171776668961,-73.93610256185836,Ruammit Thai,Thai Restaurant
East Flatbush,40.64171776668961,-73.93610256185836,Japanese Garden,Garden
East Flatbush,40.64171776668961,-73.93610256185836,Urban Asanas,Yoga Studio
East Flatbush,40.64171776668961,-73.93610256185836,The Shakespeare Garden,Garden
East Flatbush,40.64171776668961,-73.93610256185836,Brooklyn Museum,Art Museum
East Flatbush,40.64171776668961,-73.93610256185836,Cafe Con Libros,Coffee Shop
East Flatbush,40.64171776668961,-73.93610256185836,Café Cotton Bean,Coffee Shop
East Flatbush,40.64171776668961,-73.93610256185836,Marine Park Track,Track
East Flatbush,40.64171776668961,-73.93610256185836,Brower Park,Playground
East Flatbush,40.64171776668961,-73.93610256185836,Brooklyn Museum Gift Shop,Gift Shop
